Row.names;Etmopterus_spinax;Acanthurus_monroviae;Aetomylaeus_bovinus;Aidablennius_sphynx;Anthias_anthias;Aphia_minuta;Apogon_imberbis;Argentina_sphyraena;Arnoglossus_laterna;Atherina_boyeri;Balistes_capriscus;Bathytoshia_lata;Belone_belone;Benthosema_glaciale;Blennius_ocellaris;Boops_boops;Bothus_podas;Buenia_affinis;Callionymus_maculatus;Cepola_macrophthalma;Ceratoscopelus_maderensis;Chauliodus_sloani;Chelon_auratus;Chelon_labrosus;Chelon_ramada;Chlorophthalmus_agassizi;Chromis_chromis;Citharus_linguatula;Conger_conger;Corcyrogobius_liechtensteini;Coris_julis;Coryphaena_hippurus;Crystallogobius_linearis;Ctenolabrus_rupestris;Dactylopterus_volitans;Dasyatis_pastinaca;Dasyatis_tortonesei;Deltentosteus_collonianus;Dicentrarchus_labrax;Diplodus_annularis;Diplodus_cervinus;Diplodus_puntazzo;Diplodus_sargus;Diplodus_vulgaris;Echiichthys_vipera;Encrasicholina_punctifer;Engraulis_encrasicolus;Epinephelus_marginatus;Euthynnus_alletteratus;Gaidropsarus_mediterraneus;Gaidropsarus_vulgaris;Galeus_melastomus;Gammogobius_steinitzi;Gobius_ater;Gobius_bucchichi;Gobius_cobitis;Gobius_cruentatus;Gobius_geniporus;Gobius_niger;Gobius_paganellus;Gobius_xanthocephalus;Gymnammodytes_semisquamatus;Helicolenus_dactylopterus;Hippocampus_hippocampus;Labrus_mixtus;Lampanyctus_crocodilus;Lebetus_guilleti;Lepadogaster_candolii;Lepadogaster_lepadogaster;Lesueurigobius_friesii;Lesueurigobius_suerii;Lipophrys_trigloides;Lithognathus_mormyrus;Lophius_budegassa;Lophius_piscatorius;Macroramphosus_scolopax;Maurolicus_muelleri;Merluccius_merluccius;Micromesistius_poutassou;Millerigobius_macrocephalus;Mobula_mobular;Mola_mola;Mugil_cephalus;Mullus_barbatus;Mullus_surmuletus;Muraena_helena;Mustelus_mustelus;Myctophum_punctatum;Myliobatis_aquila;Nerophis_maculatus;Notoscopelus_elongatus;Oblada_melanura;Odondebuenia_balearica;Oedalechilus_labeo;Pagellus_acarne;Pagellus_bogaraveo;Pagellus_erythrinus;Parablennius_gattorugine;Parablennius_incognitus;Parablennius_pilicornis;Parablennius_rouxi;Pegusa_nasuta;Pomadasys_incisus;Pomatomus_saltatrix;Pomatoschistus_microps;Pomatoschistus_minutus;Prionace_glauca;Pseudaphya_ferreri;Pteroplatytrygon_violacea;Raja_brachyura;Raja_undulata;Rostroraja_alba;Salaria_pavo;Sarda_sarda;Sardina_pilchardus;Sardinella_aurita;Sarpa_salpa;Schedophilus_medusophagus;Sciaena_umbra;Scomber_scombrus;Scorpaena_notata;Scorpaena_porcus;Scorpaena_scrofa;Scyliorhinus_canicula;Scyliorhinus_stellaris;Seriola_dumerili;Serranus_cabrilla;Serranus_hepatus;Serranus_scriba;Solea_senegalensis;Solea_solea;Sparus_aurata;Speleogobius_trigloides;Sphyraena_sphyraena;Sphyraena_viridensis;Spondyliosoma_cantharus;Sprattus_sprattus;Squatina_squatina;Symphodus_bailloni;Symphodus_ocellatus;Symphodus_tinca;Synchiropus_phaeton;Syngnathus_acus;Synodus_saurus;Thalassoma_pavo;Torpedo_marmorata;Trachinotus_ovatus;Trachinus_draco;Trachurus_picturatus;Trichiurus_lepturus;Tripterygion_delaisi;Tripterygion_melanurum;Tripterygion_tripteronotum;Uranoscopus_scaber;Xiphias_gladius;Xyrichtys_novacula;Zebrus_zebrus;Zeus_faber;Zosterisessor_ophiocephalus;Row.names.y;R;FD;LFI;Crypto;DP_B_ratio;CTI;Exo;RedList;Chondri;Trophic;Commercial;High_commerc;PD;Vulner;TopPred;Sharks;fhill;fdis;fric;feve;fnnd;IUCN_noweigths;Not_commerc;fide_PC1;fide_PC2;RedListp;Chondrip;Sharkp;Date;Country;Region;Site;Confinement;protection;protection_reglementation;least_dist_reserve;Time_start;Temporisation;duration;Volume_filtered;latitude_start_DD;longitude_start_DD;latitude_turn_DD;longitude_turn_DD;latitude_end_DD;longitude_end_DD;latitude_start_raw;longitude_start_raw;latitude_turn_raw;longitude_turn_raw;latitude_end_raw;longitude_end_raw;filter;mean_depth_transect;transect;method;depth;projet;Comments;Teleo;Mammifere;pkey;habitat_div;habitat_principal;declin_min;declin_mean;declin_max;cohesion_min;cohesion_mean;cohesion_max;min_bathy;mean_bathy;max_bathy;min_ag;mean_ag;max_ag;min_am;mean_am;max_am;min_aq;mean_aq;max_aq;min_co;mean_co;max_co;min_er;mean_er;max_er;min_in;mean_in;max_in;min_mo_ais;mean_mo_ais;max_mo_ais;min_mo_pp;mean_mo_pp;max_mo_pp;min_pe;mean_pe;max_pe;min_po;mean_po;max_po;min_re;mean_re;max_re;min_to;mean_to;max_to;min_tm;mean_tm;max_tm;dist_land;dist_ports;chloroDay;chloroWeek;chloroMonth;chloroYear;tempDay;tempWeek;tempMonth;tempYear;logport;logland
SPY192300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SPY192300;11;4;7;4;0,5;19,03440154;1;0;0;3,345454545;5;1;7,237350573;51,505;0;0;3,697366556;0,401894032;0,011390514;0,657047;0,357163446;0;6;0,009147552;0,022400596;0;0;0;28/05/2020;France;PACA;calanques;Y;outside;;10;10:40;;00:30;30;43,27959;5,349854;;;43,26906;5,366901;43.27959;5.349854;;;43.26906;5.366901;0,2;5;coastal;surface transect;1;eRef;;;;SPY192300_calanques;7;Fonds meubles infralittoraux;0;33,39837022;100;0;65,82778612;100;-15,84482574;8,183792506;86,06668854;0;0;0;0,457490146;0,723202096;1;0;0;0;0,379036605;0,539941637;0,756248772;0;0,058280801;0,501598001;0;0,001225214;0,052472331;0;0,0000046;0,000951294;0;0,156788958;0,992235124;0;0,365478396;0,999860466;0,672324359;0,876028807;1;0;0;0;0;0,197969864;0,501598001;0;0,002875316;0,030258996;45,69740902;1971,81955;0,156108752;0,33041656;0,309749186;0,422003;18,96979332;19,0024147;17,72099495;17,534101;3,294867168;1,659891577
SPY192310;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;SPY192310;35;11;24;9;0,636363636;18,60720746;0;0,5;0;3,408571429;14;9;15,11794896;42,745;0;0;5,664091408;0,420525176;0,071547561;0,63022;0,166636787;1;21;-0,021357952;0,060645522;1;0;0;28/05/2020;France;PACA;calanques;Y;reserve;ZNP RIOU / PODESTAT_Coeur marin du Parc National des Calanques;0;15:45;;00:30;30;43,17481;5,3979;;;43,17978;5,376402;43.17481;5.3979;;;43.17978;5.376402;0,2;13;coastal;surface transect;1;eRef;;;;SPY192310_calanques;5;Fonds meubles circalittoraux;0;0;0;0;80,0056679;100;-77,34379578;-26,37395271;0;0;0;0;0;0,046923401;0,243208453;0;0;0;0;0,00766437;0,112850122;0;0;0;0;0;0;0;0;0;0;0,054698716;0,603121221;0;0,063228883;0,704372108;0;0,002918007;0,074611507;0;0,036119115;0,221381485;0;0;0;0,001912954;0,007507742;0,016513282;41,02497843;360,3585154;0,170705602;0,211323604;0,177116737;0,381287;19,1573925;18,61785126;17,1599102;17,596312;2,556734789;1,613048361
SPY200455;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;SPY200455;43;14;29;11;0,517241379;18,01331619;1;4;1;3,406976744;13;7;18,84991788;46,4825;0;0;6,74686758;0,421642639;0,131235348;0,673045;0,217758916;2;30;0,001718054;0,045833879;1;1;0;20/05/2020;Espagne;;banyuls;Y;outside;;2,5;11:23;;00:30;30;42,43477;3,175341;42,44011;3,177917;42,43387;3,175246;42.43477;3.175341;42,44011;3,177917;42.43387;3.175246;0,2;11,5;coastal;surface transect;1;eRef;;;;SPY200455_banyuls;7;Fonds meubles circalittoraux;100;100;100;0;0;0;-49,98130035;-22,69753792;18,69162178;0;0,030147994;0,25756532;0;0,076654861;0,695536554;0;0;0;0;0;0;0;0,101746923;1;0;0;0;0;0;0;0;0;0;0;0,096323523;0,186294481;0;0,030510044;0,447226822;0;0;0;0;0,05453068;0,598127902;0,000180735;0,003622359;0,005495585;137,4267817;1720,711058;0,385623902;0,724028289;0,804626822;0,171359;17,80687904;17,39238548;16,21323586;16,964586;3,23570795;2,138071376
SPY200456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;SPY200456;49;13;34;12;0,785714286;18,50929551;2;2,5;1;3,416326531;18;8;19,44011379;46,99384615;0;0;6,495444543;0,439993941;0,128482276;0,60585;0,172000032;3;31;-0,03011734;0,049413035;1;1;0;20/05/2020;France;Occitanie;banyuls;Y;reserve;Reserve naturelle Cerbere-Banyuls;0;14:16;;00:30;30;42,46163;3,161677;42,4682;3,1595;42,4625;3,160668;42.46163;3.161677;42,4682;3,1595;42.4625;3.160668;0,2;7;coastal;surface transect;1;eRef;;;;SPY200456_banyuls;7;Biocenose des algues infralittorales;0;77,45238095;100;0;8,935613857;45,21547201;-30,21104431;-2,862385833;65,03775787;0,327646494;0,589420189;1;0;0,024944172;0,182063103;0;0;0;0;0;0;0;0,127422003;1;0;0;0;0;0;0;0;0,003884486;0,137567267;0;0,381405426;0,725902498;0;0,164631159;0,501598001;0;0,075425966;0,972249985;0;0,221150231;0,752401948;0,0000591;0,003809978;0,008552911;166,4592484;3647,074809;0,385623902;0,727460504;0,953467607;0,1726005;17,63829803;17,1294117;16,02403831;16,959232;3,561944672;2,221307929
SPY200457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;SPY200457;34;12;22;8;0,842105263;18,62054758;0;3,5;1;3,352941176;13;8;14,47306419;51,18;0;0;7,11677399;0,454602249;0,156696105;0,637388;0,225680738;2;21;-0,019119116;0,054772341;1;1;0;27/05/2020;France;PACA;carry;Y;outside;;10;08:17;;00:30;30;43,347223;5,274436;43,356891;5,288747;43,355974;5,288195;43.347223;5.274436;43,356891;5,288747;43.355974;5.288195;0,2;7;coastal;surface transect;1;eRef;;;;SPY200457_carry;8;Biocenose de l herbier a Posidonia oceanica;0;28,66213206;100;0;72,14118009;100;-34,57947922;9,999488443;106,9550629;0;0;0;0,26884988;0,646547733;1;0;0;0;0;0,00726224;0,090583555;0;0,087947902;1;0;0;0;0;0,005748519;0,237138495;0;0;0;0;0,139858186;0,730710804;0,150862962;0,587297914;1;0;0;0;0;0,061191634;0,501598001;0,00000182;0,002141431;0,010791406;54,99094147;3647,074809;0,117621787;0,255358368;0,284492582;0,55059;17,46571922;17,94506454;16,9944725;17,449556;3,561944672;1,740291155
SPY200458;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;SPY200458;22;8;15;4;0,769230769;19,03323957;0;0;0;3,395454545;8;5;12,184884;45,073;0;0;6,207888123;0,450637734;0,075768862;0,64756;0,234549304;0;14;-0,035426923;0,053728;0;0;0;20/05/2020;France;PACA;embiez;Y;outside;;;11:01;;00:29;30;43,073544;5,775593;43,08357;5,779785;43,077945;5,775914;43.073544;5.775593;43,08357;5,779785;43.077945;5.775914;0,2;8;coastal;surface transect;1;eRef;;;;SPY200458_embiez;8;Biocenose de l herbier a Posidonia oceanica;0;1,187376726;93,33333333;0;91,63061194;100;-40,0733223;-9,341926907;1,025675058;0,426596642;0,766582125;1;0;0,378499594;1;0;0;0;0;0,011077458;0,067719005;0;0,171246779;1;0;0;0;0;6,78E-08;0,000152207;0;0,324303722;1;0;0,303201759;0,733033836;0,205200538;0,475913334;0,811227858;0;0,01523267;0,090638936;0;0,087715334;0,332615256;0,000185928;0,067375631;0,244874641;189,7041481;3525,356992;0,211323842;0,200108573;0,211714029;0,1402535;18,26643562;17,32126045;16,27411079;17,854264;3,547203102;2,278076827
SPY200459;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;SPY200459;39;12;28;8;0,666666667;19,06992426;1;1,5;0;3,435897436;14;8;16,81028904;46,35583333;0;0;6,437184898;0,430159848;0,099720649;0,629488;0,169970561;2;25;-0,008807292;0,056000344;1;0;0;20/05/2020;France;PACA;embiez;Y;outside;;;13:23;;00:30;30;43,082224;5,766902;43,078299;5,756816;43,079137;5,765199;43.082224;5.766902;43,078299;5,756816;43.079137;5.765199;0,2;12;coastal;surface transect;1;eRef;;;;SPY200459_embiez;5;Biocenose de l herbier a Posidonia oceanica;0;0;0;0;91,2699193;100;-40,4197464;-17,24380677;0;0,099102974;0,465075714;0,870191872;0;0,105474386;0,414130121;0;0;0;0;0,004243436;0,067202382;0;0,007727388;0,111899212;0;0;0;0;0;0;0;0,038254275;0,452904284;0;0,338204824;0,723659813;0;0,218623416;0,500877142;0;0,006046962;0,081695214;0;0,013580495;0,128878698;0,010401379;0,056959514;0,143456191;339,1038516;3525,356992;0,211323842;0,19978857;0,210960716;0,1402535;18,23662186;17,40682411;16,22661781;17,854264;3,547203102;2,530332723
SPY200460;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;SPY200460;33;10;21;9;0,7;18,60444632;1;0;0;3,378787879;10;4;15,17793204;50,47384615;0;0;6,736465327;0,440893462;0,10844417;0,637564;0,214957293;0;23;-0,011465269;0,065471249;0;0;0;20/05/2020;Espagne;;banyuls;Y;outside;;2,5;11:33;;00:30;30;42,43501;3,175627;42,44181;3,176191;42,43482;3,17532;42.43501;3.175627;42,44181;3,176191;42.43482;3.17532;0,2;13;coastal;surface transect;1;eRef;;;;SPY200460_banyuls;7;Fonds meubles infralittoraux;80;97,14285714;100;0;3,828543144;26,79980201;-44,04585266;-21,48998597;15,99952984;0;0,039302889;0,259988517;0;0,134039669;0,851778626;0;0;0;0;0;0;0;0,088192556;1;0;0;0;0;0;0;0;0;0;0;0,094146816;0,186457723;0;0,05779283;0,501598001;0;0;0;0;0,090256157;0,752401948;0,000180735;0,003536814;0,005495585;112,5611275;4294,465383;0,385623902;0,724028289;0,953467607;0,171359;17,79255867;17,36282349;16,19348907;16,964586;3,632909106;2,051388435
SPY200461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SPY200461;15;7;11;3;1;19,30825645;0;0;0;3,26;8;5;7,526158987;48,92333333;0;0;5,500000748;0,440272915;0,038594602;0,732922;0,298812111;0;7;-0,057499208;0,068496269;0;0;0;27/05/2020;France;PACA;carry;Y;outside;;10;08:17;;00:30;30;43,347223;5,274436;43,356891;5,288747;43,355974;5,288195;43.347223;5.274436;43,356891;5,288747;43.355974;5.288195;0,2;7;coastal;surface transect;1;eRef;;;;SPY200461_carry;8;Biocenose de l herbier a Posidonia oceanica;0;28,66213206;100;0;72,14118009;100;-34,57947922;9,999488443;106,9550629;0;0;0;0,26884988;0,646547733;1;0;0;0;0;0,00726224;0,090583555;0;0,087947902;1;0;0;0;0;0,005748519;0,237138495;0;0;0;0;0,139858186;0,730710804;0,150862962;0,587297914;1;0;0;0;0;0,061191634;0,501598001;0,00000182;0,002141431;0,010791406;54,99094147;4294,465383;0,117621787;0,255358368;0,284492582;0,55059;17,46571922;17,94506454;16,9944725;17,449556;3,632909106;1,740291155
SPY200463;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;SPY200463;31;11;22;6;0,882352941;18,6971456;0;1;1;3,461290323;11;7;14,815716;43,14454545;1;0;7,184984423;0,463132995;0,138991376;0,665827;0,250316013;1;20;-0,027206903;0,054160113;1;1;0;20/05/2020;France;PACA;embiez;Y;outside;;;10:08;;00:30;30;43,073348;5,775575;43,083523;5,779977;43,081406;5,77629;43.073348;5.775575;43,083523;5,779977;43.081406;5.77629;0,2;9;coastal;surface transect;1;eRef;;;;SPY200463_embiez;8;Biocenose de l herbier a Posidonia oceanica;0;1,194444444;93,33333333;0;91,59515688;100;-41,32678986;-9,498848421;1,165063381;0,419960022;0,765204475;1;0;0,378015727;1;0;0;0;0;0,011024394;0,067719005;0;0,174381328;1;0;0;0;0;6,72E-08;0,000152207;0;0,3222867;1;0;0,301286274;0,733033836;0,199992448;0,477432748;0,811227858;0;0,015202347;0,090638936;0;0,088614391;0,332615256;0,000185928;0,068486438;0,245199829;204,0656461;4955,955861;0,211323842;0,200108573;0,211598709;0,1402535;18,2655735;17,3212738;16,27169228;17,854264;3,69512743;2,309769899
SPY200464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;SPY200464;28;11;21;5;0,705882353;19,10555477;0;2;1;3,475;12;7;12,90849236;45,7425;1;0;6,821814494;0,450343908;0,115805788;0,726881;0,27527938;2;16;-0,02576018;0,054314627;1;1;0;20/05/2020;France;PACA;embiez;Y;outside;;;10:08;;00:30;30;43,073348;5,775575;43,083523;5,779977;43,081406;5,77629;43.073348;5.775575;43,083523;5,779977;43.081406;5.77629;0,2;9;coastal;surface transect;1;eRef;;;;SPY200464_embiez;8;Biocenose de l herbier a Posidonia oceanica;0;1,194444444;93,33333333;0;91,59515688;100;-41,32678986;-9,498848421;1,165063381;0,419960022;0,765204475;1;0;0,378015727;1;0;0;0;0;0,011024394;0,067719005;0;0,174381328;1;0;0;0;0;6,72E-08;0,000152207;0;0,3222867;1;0;0,301286274;0,733033836;0,199992448;0,477432748;0,811227858;0;0,015202347;0,090638936;0;0,088614391;0,332615256;0,000185928;0,068486438;0,245199829;204,0656461;4258,823371;0,211323842;0,200108573;0,211598709;0,1402535;18,2655735;17,3212738;16,27169228;17,854264;3,629289629;2,309769899
SPY200465;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;SPY200465;47;14;33;12;0,6;18,62660784;0;2;1;3,404255319;16;7;18,81458326;50,20823529;0;0;6,929724326;0,434729248;0,123674773;0,621256;0,172243443;3;31;-0,019010422;0,055722639;1;1;0;20/05/2020;France;Occitanie;banyuls;Y;reserve;Reserve naturelle Cerbere-Banyuls;0;14:16;;00:30;30;42,46163;3,161677;42,4682;3,1595;42,4625;3,160668;42.46163;3.161677;42,4682;3,1595;42.4625;3.160668;0,2;7;coastal;surface transect;1;eRef;;;;SPY200465_banyuls;7;Biocenose des algues infralittorales;0;77,45238095;100;0;8,935613857;45,21547201;-30,21104431;-2,862385833;65,03775787;0,327646494;0,589420189;1;0;0,024944172;0,182063103;0;0;0;0;0;0;0;0,127422003;1;0;0;0;0;0;0;0;0,003884486;0,137567267;0;0,381405426;0,725902498;0;0,164631159;0,501598001;0;0,075425966;0,972249985;0;0,221150231;0,752401948;0,0000591;0,003809978;0,008552911;166,4592484;4258,823371;0,385623902;0,727460504;0,953467607;0,1726005;17,63829803;17,1294117;16,02403831;16,959232;3,629289629;2,221307929
SPY200466;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;SPY200466;30;11;22;5;0,823529412;18,71144677;0;0;0;3,396666667;14;9;14,84091961;47,598;0;0;5,832012207;0,426286624;0,068613372;0,693657;0,20010934;0;16;-0,03986119;0,063199644;0;0;0;27/05/2020;France;PACA;carry;Y;outside;;5;09:58;;00:30;30;43,332473;5,243809;;;43,328706;5,227349;43.332473;5.243809;;;43.328706;5.227349;0,2;12;coastal;surface transect;1;eRef;;;;SPY200466_carry;7;Fonds meubles circalittoraux;0;4,166666667;50;0;56,65728838;94,84642559;-59,49953842;-19,19766431;53,39557266;0;0;0;0;0,069837123;0,733326793;0;0;0;0;0,002056454;0,071695797;0;0;0;0;0;0;0;0;0;0;0,093192261;1;0;0,350127432;0,731296599;0;0,046746771;0,65880537;0;0,0000704;0,064113766;0;0,005428923;0,229556262;0,003848691;0,009674807;0,013097337;23,71185892;2371,38442;0,117621787;0,185393646;0,222910553;0,576291;17,50626755;18,00767517;16,96294403;17,469687;3,375001962;1,374965602
