Row.names;Etmopterus_spinax;Acanthurus_monroviae;Aetomylaeus_bovinus;Aidablennius_sphynx;Anthias_anthias;Aphia_minuta;Apogon_imberbis;Argentina_sphyraena;Arnoglossus_laterna;Atherina_boyeri;Balistes_capriscus;Bathytoshia_lata;Belone_belone;Benthosema_glaciale;Blennius_ocellaris;Boops_boops;Bothus_podas;Buenia_affinis;Callionymus_maculatus;Cepola_macrophthalma;Ceratoscopelus_maderensis;Chauliodus_sloani;Chelon_auratus;Chelon_labrosus;Chelon_ramada;Chlorophthalmus_agassizi;Chromis_chromis;Citharus_linguatula;Conger_conger;Corcyrogobius_liechtensteini;Coris_julis;Coryphaena_hippurus;Crystallogobius_linearis;Ctenolabrus_rupestris;Dactylopterus_volitans;Dasyatis_pastinaca;Dasyatis_tortonesei;Deltentosteus_collonianus;Dicentrarchus_labrax;Diplodus_annularis;Diplodus_cervinus;Diplodus_puntazzo;Diplodus_sargus;Diplodus_vulgaris;Echiichthys_vipera;Encrasicholina_punctifer;Engraulis_encrasicolus;Epinephelus_marginatus;Euthynnus_alletteratus;Gaidropsarus_mediterraneus;Gaidropsarus_vulgaris;Galeus_melastomus;Gammogobius_steinitzi;Gobius_ater;Gobius_bucchichi;Gobius_cobitis;Gobius_cruentatus;Gobius_geniporus;Gobius_niger;Gobius_paganellus;Gobius_xanthocephalus;Gymnammodytes_semisquamatus;Helicolenus_dactylopterus;Hippocampus_hippocampus;Labrus_mixtus;Lampanyctus_crocodilus;Lebetus_guilleti;Lepadogaster_candolii;Lepadogaster_lepadogaster;Lesueurigobius_friesii;Lesueurigobius_suerii;Lipophrys_trigloides;Lithognathus_mormyrus;Lophius_budegassa;Lophius_piscatorius;Macroramphosus_scolopax;Maurolicus_muelleri;Merluccius_merluccius;Micromesistius_poutassou;Millerigobius_macrocephalus;Mobula_mobular;Mola_mola;Mugil_cephalus;Mullus_barbatus;Mullus_surmuletus;Muraena_helena;Mustelus_mustelus;Myctophum_punctatum;Myliobatis_aquila;Nerophis_maculatus;Notoscopelus_elongatus;Oblada_melanura;Odondebuenia_balearica;Oedalechilus_labeo;Pagellus_acarne;Pagellus_bogaraveo;Pagellus_erythrinus;Parablennius_gattorugine;Parablennius_incognitus;Parablennius_pilicornis;Parablennius_rouxi;Pegusa_nasuta;Pomadasys_incisus;Pomatomus_saltatrix;Pomatoschistus_microps;Pomatoschistus_minutus;Prionace_glauca;Pseudaphya_ferreri;Pteroplatytrygon_violacea;Raja_brachyura;Raja_undulata;Rostroraja_alba;Salaria_pavo;Sarda_sarda;Sardina_pilchardus;Sardinella_aurita;Sarpa_salpa;Schedophilus_medusophagus;Sciaena_umbra;Scomber_scombrus;Scorpaena_notata;Scorpaena_porcus;Scorpaena_scrofa;Scyliorhinus_canicula;Scyliorhinus_stellaris;Seriola_dumerili;Serranus_cabrilla;Serranus_hepatus;Serranus_scriba;Solea_senegalensis;Solea_solea;Sparus_aurata;Speleogobius_trigloides;Sphyraena_sphyraena;Sphyraena_viridensis;Spondyliosoma_cantharus;Sprattus_sprattus;Squatina_squatina;Symphodus_bailloni;Symphodus_ocellatus;Symphodus_tinca;Synchiropus_phaeton;Syngnathus_acus;Synodus_saurus;Thalassoma_pavo;Torpedo_marmorata;Trachinotus_ovatus;Trachinus_draco;Trachurus_picturatus;Trichiurus_lepturus;Tripterygion_delaisi;Tripterygion_melanurum;Tripterygion_tripteronotum;Uranoscopus_scaber;Xiphias_gladius;Xyrichtys_novacula;Zebrus_zebrus;Zeus_faber;Zosterisessor_ophiocephalus;Row.names.y;R;FD;LFI;Crypto;DP_B_ratio;CTI;Exo;RedList;Chondri;Trophic;Commercial;High_commerc;PD;Vulner;TopPred;Sharks;fhill;fdis;fric;feve;fnnd;IUCN_noweigths;Not_commerc;fide_PC1;fide_PC2;RedListp;Chondrip;Sharkp;Date;Country;Region;Site;Confinement;protection;protection_reglementation;least_dist_reserve;Time_start;Temporisation;duration;Volume_filtered;latitude_start_DD;longitude_start_DD;latitude_turn_DD;longitude_turn_DD;latitude_end_DD;longitude_end_DD;latitude_start_raw;longitude_start_raw;latitude_turn_raw;longitude_turn_raw;latitude_end_raw;longitude_end_raw;filter;mean_depth_transect;transect;method;depth;projet;Comments;Teleo;Mammifere;pkey;habitat_div;habitat_principal;declin_min;declin_mean;declin_max;cohesion_min;cohesion_mean;cohesion_max;min_bathy;mean_bathy;max_bathy;min_ag;mean_ag;max_ag;min_am;mean_am;max_am;min_aq;mean_aq;max_aq;min_co;mean_co;max_co;min_er;mean_er;max_er;min_in;mean_in;max_in;min_mo_ais;mean_mo_ais;max_mo_ais;min_mo_pp;mean_mo_pp;max_mo_pp;min_pe;mean_pe;max_pe;min_po;mean_po;max_po;min_re;mean_re;max_re;min_to;mean_to;max_to;min_tm;mean_tm;max_tm;dist_land;dist_ports;chloroDay;chloroWeek;chloroMonth;chloroYear;tempDay;tempWeek;tempMonth;tempYear;logport;logland
SPY200467;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;SPY200467;34;11;23;9;0,75;18,54479089;1;0;0;3,402941176;14;8;14,47204879;47,75454545;0;0;5,658977783;0,425400432;0,079465865;0,645502;0,207406452;0;20;-0,026237309;0,05159117;0;0;0;27/05/2020;France;PACA;carry;Y;outside;;5;10:46;;00:30;30;43,33248;5,243678;;;43,328725;5,228423;43.33248;5.243678;;;43.328725;5.228423;0,2;12;coastal;surface transect;1;eRef;;;;SPY200467_carry;7;Fonds meubles circalittoraux;0;4,385964912;50;0;58,22873503;94,84642559;-59,28116226;-19,97398183;53,39557266;0;0;0;0;0,064304019;0,641069055;0;0;0;0;0,002057809;0,071695797;0;0;0;0;0;0;0;0;0;0;0,093814634;1;0;0,350184971;0,730296552;0;0,042370509;0,571264267;0;0,0000725;0,064113766;0;0,005546401;0,229556262;0,003848691;0,009711175;0,013097337;16,98791646;2371,38442;0,117621787;0,185393646;0,222910553;0,576291;17,50584221;18,00601387;16,96215248;17,469687;3,375001962;1,230140117
SPY200468;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;SPY200468;49;14;35;11;0,785714286;18,66850782;1;3;1;3,373469388;16;6;17,32939049;50,75;0;0;7,512967986;0,444773422;0,165191299;0,640785;0,212743135;4;33;-0,023313717;0,057497516;1;1;0;20/05/2020;France;Occitanie;banyuls;Y;reserve;Reserve naturelle Cerbere-Banyuls;0;15:07;;00:29;30;42,46205;3,160999;42,46722;3,160368;42,46198;3,161489;42.46205;3.160999;42,46722;3,160368;42.46198;3.161489;0,2;8;coastal;surface transect;1;eRef;;;;SPY200468_banyuls;7;Biocenose des algues infralittorales;0;77,45238095;100;0;8,935613857;45,21547201;-29,85574913;-3,098689255;55,84782028;0,368125319;0,583411526;0,991706491;0;0,02261855;0,164535925;0;0;0;0;0;0;0;0,144647365;1;0;0;0;0;0;0;0;0,003352351;0,132260755;0;0,372993447;0,724771142;0;0,168125551;0,501598001;0;0,082857708;0,972249985;0;0,234381818;0,752401948;0,0000591;0,00373693;0,007995037;167,6083168;2313,442138;0,385623902;0,727460504;0,953467607;0,1726005;17,64019394;17,13335037;16,02474785;16,959232;3,364258642;2,224295565
SPY200470;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;SPY200470;52;14;35;13;0,65625;18,44606712;1;3;1;3,394230769;16;7;19,03206318;44,55647059;1;0;7,183876492;0,431552374;0,163849699;0,598345;0,176183452;4;36;-0,005096499;0,049542431;1;1;0;20/05/2020;Espagne;;banyuls;Y;outside;;2,5;11:33;;00:30;30;42,43501;3,175627;42,44181;3,176191;42,43482;3,17532;42.43501;3.175627;42,44181;3,176191;42.43482;3.17532;0,2;13;coastal;surface transect;1;eRef;;;;SPY200470_banyuls;7;Fonds meubles infralittoraux;80;97,14285714;100;0;3,828543144;26,79980201;-44,04585266;-21,48998597;15,99952984;0;0,039302889;0,259988517;0;0,134039669;0,851778626;0;0;0;0;0;0;0;0,088192556;1;0;0;0;0;0;0;0;0;0;0;0,094146816;0,186457723;0;0,05779283;0,501598001;0;0;0;0;0,090256157;0,752401948;0,000180735;0,003536814;0,005495585;112,5611275;842,2753249;0,385623902;0,724028289;0,953467607;0,171359;17,79255867;17,36282349;16,19348907;16,964586;2,925454078;2,051388435
SPY200471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;SPY200471;34;11;21;10;0,52173913;18,08764812;0;0;0;3,323529412;11;7;15,22704792;49,82727273;0;0;6,012804814;0,419797996;0,107018678;0,650866;0,223224791;0;23;0,005883768;0,060077017;0;0;0;27/05/2020;France;PACA;carry;Y;reserve;Cantonnement de peche de Carry le Rouet;0;12:32;;00:31;30;43,3271;5,170136;43,327099;5,156689;43,326002;5,156124;43.3271;5.170136;43,327099;5,156689;43.326002;5.156124;0,2;5;coastal;surface transect;1;eRef;;;;SPY200471_carry;6;Biocenose de l herbier a Posidonia oceanica;0;1,673758865;100;0;87,4165889;100;-26,49910736;-4,234184888;22,29064369;0;0;0;0,15309976;0,554334366;1;0;0;0;0;0,000413089;0,02636411;0;0,085012815;0,501455367;0;0;0;0;0;0;0;0,112676201;0,762506783;0;0,184332394;0,750353456;0,235905573;0,555887976;0,752401948;0;0,034368187;0,256472796;0;0,294834235;0,751275718;0,000087;0,007073857;0,011096892;158,445775;842,2753249;0,117621787;0,180563346;0,222435907;0,6743055;18,30025291;18,5512085;17,20446777;17,4389515;2,925454078;2,199880663
SPY200473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;SPY200473;38;12;23;11;0,695652174;17,97452363;0;0;0;3,363157895;12;8;16,96589771;49,10363636;0;0;6,03238904;0,426407171;0,095935101;0,631463;0,1866949;0;26;-0,010903947;0,054633577;0;0;0;27/05/2020;France;PACA;carry;Y;reserve;Cantonnement de peche de Carry le Rouet;0;11:45;;00:30;30;43,327682;5,168671;43,326207;5,156461;43,326753;5,157538;43.327682;5.168671;43,326207;5,156461;43.326753;5.157538;0,2;5;coastal;surface transect;1;eRef;;;;SPY200473_carry;5;Biocenose de l herbier a Posidonia oceanica;0;1,605839416;100;0;87,05667819;100;-24,48096657;-3,846176689;22,29064369;0;0;0;0,177980915;0,568196988;1;0;0;0;0;0,000452281;0,02636411;0;0,088506135;0,501455367;0;0;0;0;0;0;0;0,106538451;0,762506783;0;0,192767416;0,750353456;0,303358465;0,567084437;0,752401948;0;0,037880238;0,265513241;0,001745396;0,306208656;0,751275718;0,000168697;0,007521601;0,011096892;114,769864;699,7741296;0,117621787;0,181172714;0,222983509;0,6743055;18,28277397;18,53470993;17,19277;17,4389515;2,844957883;2,059827867
SPY200474;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;SPY200474;35;12;22;11;0,636363636;18,47939476;1;2,5;0;3,422857143;12;6;15,85236966;54,05;0;0;5,979355513;0,421788628;0,114870623;0,637737;0,255531243;3;23;0,005867084;0,047811459;1;0;0;20/05/2020;France;Occitanie;banyuls;Y;reserve;Reserve naturelle Cerbere-Banyuls;0;15:07;;00:29;30;42,46205;3,160999;42,46722;3,160368;42,46198;3,161489;42.46205;3.160999;42,46722;3,160368;42.46198;3.161489;0,2;8;coastal;surface transect;1;eRef;;;;SPY200474_banyuls;7;Biocenose des algues infralittorales;0;77,45238095;100;0;8,935613857;45,21547201;-29,85574913;-3,098689255;55,84782028;0,368125319;0,583411526;0,991706491;0;0,02261855;0,164535925;0;0;0;0;0;0;0;0,144647365;1;0;0;0;0;0;0;0;0,003352351;0,132260755;0;0,372993447;0,724771142;0;0,168125551;0,501598001;0;0,082857708;0,972249985;0;0,234381818;0,752401948;0,0000591;0,00373693;0,007995037;167,6083168;1325,685699;0,385623902;0,727460504;0,953467607;0,1726005;17,64019394;17,13335037;16,02474785;16,959232;3,122440571;2,224295565
SPY200477;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;SPY200477;31;11;23;7;0,882352941;18,95430505;2;3;1;3,458064516;12;8;15,48566943;47,6125;0;0;6,418366335;0,434645701;0,118585476;0,645629;0,230299387;1;19;-0,019737364;0,035772589;1;1;0;27/05/2020;France;PACA;carry;Y;outside;;5;09:58;;00:30;30;43,332473;5,243809;;;43,328706;5,227349;43.332473;5.243809;;;43.328706;5.227349;0,2;12;coastal;surface transect;1;eRef;;;;SPY200477_carry;7;Fonds meubles circalittoraux;0;4,166666667;50;0;56,65728838;94,84642559;-59,49953842;-19,19766431;53,39557266;0;0;0;0;0,069837123;0,733326793;0;0;0;0;0,002056454;0,071695797;0;0;0;0;0;0;0;0;0;0;0,093192261;1;0;0,350127432;0,731296599;0;0,046746771;0,65880537;0;0,0000704;0,064113766;0;0,005428923;0,229556262;0,003848691;0,009674807;0,013097337;23,71185892;1318,890509;0,117621787;0,185393646;0,222910553;0,576291;17,50626755;18,00767517;16,96294403;17,469687;3,120208743;1,374965602
SPY200478;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;SPY200478;36;12;20;11;0,541666667;18,39965195;1;1,5;1;3,311111111;12;7;14,4244009;43,39545455;1;0;6,492560205;0,426245776;0,127470491;0,648723;0,215051214;2;24;0,004813881;0,059593465;1;1;0;27/05/2020;France;PACA;carry;Y;reserve;Cantonnement de peche de Carry le Rouet;0;11:45;;00:30;30;43,327682;5,168671;43,326207;5,156461;43,326753;5,157538;43.327682;5.168671;43,326207;5,156461;43.326753;5.157538;0,2;5;coastal;surface transect;1;eRef;;;;SPY200478_carry;5;Biocenose de l herbier a Posidonia oceanica;0;1,605839416;100;0;87,05667819;100;-24,48096657;-3,846176689;22,29064369;0;0;0;0,177980915;0,568196988;1;0;0;0;0;0,000452281;0,02636411;0;0,088506135;0,501455367;0;0;0;0;0;0;0;0,106538451;0,762506783;0;0,192767416;0,750353456;0,303358465;0,567084437;0,752401948;0;0,037880238;0,265513241;0,001745396;0,306208656;0,751275718;0,000168697;0,007521601;0,011096892;114,769864;345,2038432;0,117621787;0,181172714;0,222983509;0,6743055;18,28277397;18,53470993;17,19277;17,4389515;2,538075622;2,059827867
SPY200483;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SPY200483;32;10;24;5;0,65;18,55402955;1;0;0;3,484375;14;10;16,59611282;45,93416667;0;0;5,852045395;0,41914762;0,075547352;0,700315;0,217596103;0;18;-0,030596038;0,056429069;0;0;0;27/05/2020;France;PACA;carry;Y;outside;;5;10:46;;00:30;30;43,33248;5,243678;;;43,328725;5,228423;43.33248;5.243678;;;43.328725;5.228423;0,2;12;coastal;surface transect;1;eRef;;;;SPY200483_carry;7;Fonds meubles circalittoraux;0;4,385964912;50;0;58,22873503;94,84642559;-59,28116226;-19,97398183;53,39557266;0;0;0;0;0,064304019;0,641069055;0;0;0;0;0,002057809;0,071695797;0;0;0;0;0;0;0;0;0;0;0,093814634;1;0;0,350184971;0,730296552;0;0,042370509;0,571264267;0;0,0000725;0,064113766;0;0,005546401;0,229556262;0,003848691;0,009711175;0,013097337;16,98791646;710,7410938;0,117621787;0,185393646;0,222910553;0,576291;17,50584221;18,00601387;16,96215248;17,469687;2,851711426;1,230140117
SPY200484;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;SPY200484;45;13;31;12;0,586206897;18,35700107;1;2;1;3,473333333;16;5;17,67600371;43,38230769;1;0;6,840956163;0,430272829;0,14484721;0,608909;0,184838919;3;29;-0,001915968;0,045770285;1;1;0;20/05/2020;Espagne;;banyuls;Y;outside;;2,5;11:23;;00:30;30;42,43477;3,175341;42,44011;3,177917;42,43387;3,175246;42.43477;3.175341;42,44011;3,177917;42.43387;3.175246;0,2;11,5;coastal;surface transect;1;eRef;;;;SPY200484_banyuls;7;Fonds meubles circalittoraux;100;100;100;0;0;0;-49,98130035;-22,69753792;18,69162178;0;0,030147994;0,25756532;0;0,076654861;0,695536554;0;0;0;0;0;0;0;0,101746923;1;0;0;0;0;0;0;0;0;0;0;0,096323523;0,186294481;0;0,030510044;0,447226822;0;0;0;0;0,05453068;0,598127902;0,000180735;0,003622359;0,005495585;137,4267817;710,7410938;0,385623902;0,724028289;0,804626822;0,171359;17,80687904;17,39238548;16,21323586;16,964586;2,851711426;2,138071376
SPY200485;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;SPY200485;32;10;24;7;0,571428571;18,84533229;0;0;0;3,440625;12;7;15,0542636;42,609;0;0;5,232785379;0,413928457;0,068006642;0,669491;0,193646346;0;20;-0,024681061;0,066202321;0;0;0;20/05/2020;France;PACA;embiez;Y;outside;;;14:14;;00:30;30;43,082188;5,766803;43,078541;5,756904;43,07854;5,764676;43.082188;5.766803;43,078541;5,756904;43.07854;5.764676;0,2;13;coastal;surface transect;1;eRef;;;;SPY200485_embiez;5;Biocenose de l herbier a Posidonia oceanica;0;0;0;0;90,99378469;100;-41,33602905;-17,31738788;0;0,086852416;0,463799976;0,870191872;0;0,105722011;0,411889642;0;0;0;0;0,004299919;0,067202382;0;0,007717097;0,111899212;0;0;0;0;0;0;0;0,037817437;0,442337275;0;0,340898438;0,723659813;0;0,217695045;0,500877142;0;0,006126483;0,081695214;0;0,013670199;0,128878698;0,010401379;0,056983886;0,143026233;354,6023882;991,5089824;0,211323842;0,19978857;0,211032122;0,1402535;18,23632622;17,40766144;16,22673607;17,854264;2,996296653;2,549741656
SPY200486;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;SPY200486;37;12;24;9;0,652173913;18,24321034;1;0;0;3,32972973;12;8;16,29550712;47,99153846;0;0;6,135159308;0,426740172;0,108674939;0,641643;0,195742161;0;25;-0,012621752;0,065060053;0;0;0;27/05/2020;France;PACA;carry;Y;reserve;Cantonnement de peche de Carry le Rouet;0;12:32;;00:31;30;43,3271;5,170136;43,327099;5,156689;43,326002;5,156124;43.3271;5.170136;43,327099;5,156689;43.326002;5.156124;0,2;5;coastal;surface transect;1;eRef;;;;SPY200486_carry;6;Biocenose de l herbier a Posidonia oceanica;0;1,673758865;100;0;87,4165889;100;-26,49910736;-4,234184888;22,29064369;0;0;0;0,15309976;0,554334366;1;0;0;0;0;0,000413089;0,02636411;0;0,085012815;0,501455367;0;0;0;0;0;0;0;0,112676201;0,762506783;0;0,184332394;0,750353456;0,235905573;0,555887976;0,752401948;0;0,034368187;0,256472796;0;0,294834235;0,751275718;0,000087;0,007073857;0,011096892;158,445775;991,5089824;0,117621787;0,180563346;0,222435907;0,6743055;18,30025291;18,5512085;17,20446777;17,4389515;2,996296653;2,199880663
SPY200487;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;SPY200487;33;13;24;7;0,545454545;18,92774597;0;2,5;1;3,448484848;13;6;13,70103263;49,97818182;1;0;6,959510353;0,427396303;0,106424139;0,676383;0,213338391;3;20;-0,004654049;0,052786135;1;1;0;20/05/2020;France;PACA;embiez;Y;outside;;;11:01;;00:29;30;43,073544;5,775593;43,08357;5,779785;43,077945;5,775914;43.073544;5.775593;43,08357;5,779785;43.077945;5.775914;0,2;8;coastal;surface transect;1;eRef;;;;SPY200487_embiez;8;Biocenose de l herbier a Posidonia oceanica;0;1,187376726;93,33333333;0;91,63061194;100;-40,0733223;-9,341926907;1,025675058;0,426596642;0,766582125;1;0;0,378499594;1;0;0;0;0;0,011077458;0,067719005;0;0,171246779;1;0;0;0;0;6,78E-08;0,000152207;0;0,324303722;1;0;0,303201759;0,733033836;0,205200538;0,475913334;0,811227858;0;0,01523267;0,090638936;0;0,087715334;0,332615256;0,000185928;0,067375631;0,244874641;189,7041481;747,836069;0,211323842;0,200108573;0,211714029;0,1402535;18,26643562;17,32126045;16,27411079;17,854264;2,873806408;2,278076827
